repo_name,feature_file,scenario_count,scenarios,commits,first_seen,last_modified
cucumber-js,event_protocol_formatter.feature,5,failed | rejected pickle | gherkin error | a scenario | passed,3,2017-08-02T07:37:48-07:00,2018-01-24T09:37:39-08:00
cucumber-js,before_after_all_hook_timeouts.feature,7,Outline: slow handler can increase their timeout | Outline: slow handler timeout | Given a passing step | slow handler can increase their timeout | slow handlers can increase their timeout | Outline: slow handlers can increase their timeout | slow handler timeout,7,2017-08-15T22:48:59-07:00,2020-09-04T21:24:53-07:00
cucumber-js,formatter_paths.feature,6,some scenario | (1 passed) | Created relative path | Invalid path | Absolute path | Relative path,7,2017-08-23T09:13:12-07:00,2023-03-23T07:33:32+00:00
cucumber-js,hook_parameter.feature,5,"another scenario | before hook parameter | after hook parameter | """""" | a scenario",7,2017-08-28T22:09:18-07:00,2020-09-04T21:24:53-07:00
cucumber-js,skipped_steps.feature,13,"Callback skipped step | ""a scenario"" step ""Given a skipped step"" has status ""skipped"" | Skipped before hook should run after hook | can be imperatively 'skipped'. | (1 skipped) | ""a scenario"" ""After"" hook has status ""passed"" | Hook skipped scenario steps | Synchronous skipped step | as skipped. | a scenario | Promise skipped step | Skipped before hook should skip all before hooks | ""a scenario"" has status ""skipped""",8,2017-09-23T14:30:47-07:00,2020-09-04T21:24:53-07:00
cucumber-js,language.feature,2,(1 passed) | Ability to specify multiple formatters,5,2017-10-24T10:01:49-06:00,2020-09-04T21:24:53-07:00
cucumber-js,exit.feature,4,Given a step | exit immediately without waiting for the even loop to drain | by default wait for the event loop to drain | Outline: exit immediately without waiting for the even loop to drain,6,2018-01-10T09:55:37-08:00,2022-03-15T08:14:42+00:00
cucumber-js,require_module.feature,3,"CoffeeScript step definition | some scenario | ""some scenario"" step ""Given a step"" has status ""passed""",5,2018-01-23T16:24:13-08:00,2020-09-04T21:24:53-07:00
cucumber-js,order.feature,9,Outline: second scenario - <ID> | first scenario | | | run in defined order scenario | run in random order with seed | second scenario - <ID> | - Z | | - X | | - Y |,3,2018-04-03T10:55:39-07:00,2020-09-04T21:24:53-07:00
cucumber-js,gherkin_parse_failure.feature,5,"URI, line and column are called out in output | All parseable sources and all parse errors are emitted | Formatters handle the truncated test run | a scenario name | Given a file named ""features/a.feature"" with:",3,2018-04-09T11:06:50-07:00,2023-02-11T10:47:37+00:00
cucumber-js,parallel.feature,11,pass_sync | environment variables are passed to parallel workers | an error in BeforeAll fails the test | fail_parallel | pass_parallel | `testCaseStarted` envelope from workers contains `workerId` parameter | a | running in parallel respects `parallelCanAssign` rules on retried scenarios | 'fail_parallel' retried 3 times | b | running in parallel can improve speed if there are async operations,10,2018-10-03T20:25:44-07:00,2026-02-22T14:21:25+00:00
cucumber-js,formatters.feature,11,"retried and passed | failed | rejected pickle | passed from Rule | passed from Scenario | gherkin error | Outline: a scenario | passed from Scenario Outline | a scenario | passed | Given a file named ""features/a.feature"" with:",9,2019-10-06T08:01:04-06:00,2023-02-11T18:20:44+00:00
cucumber-js,retry.feature,56,"Bad (attempt 2) # features/a.feature:6 | Failing (attempt 2) # features/a.feature:2 | ""Third Flaky"" step ""Given one more flaky step"" has status ""failed"" | a flaky test not matching --retryTagFilter won't re-run and just fail | retrying a flaky test will use a fresh World instance | retrying a flaky test will eventually make it pass | Good | retrying a flaky test will eventually make it pass (parallel) | ""Failing"" attempt 1 step ""Given a failing step"" failed with: | RerunFormatter does not report attempts that are retried | running Cucumber JS without --retry will let a failing test fail and not retry | ""Flaky"" attempt 1 step ""Given a flaky step"" has status ""passed"" | retrying a flaky test matching --retry-tag-filter will eventually make it pass but not-matching will not be retried (OR operator between tags) | ""Failing"" attempt 0 step ""Given a failing step"" has status ""failed"" | Given a step | ""Failing"" attempt 1 step ""Given a failing step"" has status ""failed"" | retrying a flaky test matching --retry-tag-filter will eventually make it pass | ""Bad"" step ""Given a bad step"" has status ""failed"" | ""Passing"" step ""Given a passing step"" has status ""passed"" | retrying a flaky test matching --retryTagFilter will eventually make it pass but not-matching will not be retried (AND operator between tags) | ""Good"" step ""Given a good step"" has status ""passed"" | a flaky scenario that passes on the second attempt, set to fail fast | ""Failing"" attempt 0 step ""Given a failing step"" failed with: | Out of three tests one passes, one is flaky and one fails, retrying the flaky test will eventually make it pass | ""Also Flaky"" step ""Given an other flaky step"" has status ""failed"" | Out of two tests one is a flaky test (containing only one flaky step), retrying will eventually make it pass | ""Flaky"" step ""Given a flaky step"" has status ""failed"" | running Cucumber JS with --retryTagFilter in camel case will result in a warning | retrying a flaky test matching --retry-tag-filter will eventually make it pass but not-matching will not be retried (AND operator between tags) | ""Flaky"" step ""Given a flaky step"" has status ""passed"" | ""Also Flaky"" step ""Given an other flaky step"" has status ""passed"" | Failing # features/a.feature:2 | Flaky | Third Flaky | (1 passed) | retrying a flaky test matching --retryTagFilter will eventually make it pass but not-matching will not be retried (OR operator between tags) | a scenario that fails every allotted attempt, set to fail fast | running Cucumber JS with --retry 0 will let a failing test fail and not retry | retrying a flaky test matching --retryTagFilter will eventually make it pass | ""Also Flaky"" attempt 1 step ""Given an other flaky step"" has status ""passed"" | a flaky test not matching --retry-tag-filter won't re-run and just fail | ""Failing"" step ""Given a failing step"" failed with: | ""Flaky"" attempt 0 step ""Given a flaky step"" has status ""failed"" | ""Also Flaky"" attempt 0 step ""Given an other flaky step"" has status ""failed"" | Passing | running Cucumber JS with negative --retry will fail | retrying a genuinely failing test won't make it pass | ""Passing"" step ""Given a passing step"" has status ""skipped"" | Flaky (attempt 1, retried) # features/a.feature:2 | running Cucumber JS with --retryTagFilter but no positive --retry will fail | Also Flaky | running Cucumber JS with --retry-tag-filter but no positive --retry will fail | Out of two tests one test has one flaky step, retrying will eventually make it pass | Bad | Failing | Bad (attempt 1, retried) # features/a.feature:6",10,2019-10-06T08:01:04-06:00,2023-06-22T15:24:07+01:00
cucumber-js,rule.feature,6,"Rule with background and multiple examples, failing | Given a step | (1 passed) | Tags on Rules are honoured | Rule with background and multiple examples, passing | Only One -- More than one alive # features/highlander.feature:7",3,2020-03-18T23:46:04+00:00,2021-04-06T16:16:07+01:00
cucumber-js,publish.feature,12,"Report is published when --publish is specified | results are not published due to an error on uploading | Report is published when CUCUMBER_PUBLISH_ENABLED is set | when results are not published due to an error raised by the server, the banner is displayed | results are not published due to a service error | the publication banner is not shown when publication is disabled | a banner is displayed after publication | results are not published due to a client error | the publication banner is not shown when publication is done | a scenario | Report is published when CUCUMBER_PUBLISH_TOKEN is set | when results are not published, a banner explains how to publish",8,2020-09-10T17:00:28+02:00,2025-03-27T19:33:09+00:00
cucumber-js,before_after_step_hooks.feature,6,Before and After Hooks work correctly | after hook parameter can access result status of step | Failing after step fails the scenario | Only run BeforeStep hooks with appropriate tags | some scenario | Failing before step fails the scenario,1,2020-11-15T21:45:27-08:00,2020-11-15T21:45:27-08:00
cucumber-js,world_in_hooks.feature,4,some scenario | World is this in hooks | World is this in BeforeStep hooks | World is this in AfterStep hooks,1,2020-11-15T21:45:27-08:00,2020-11-15T21:45:27-08:00
cucumber-js,esm.feature,14,"two | Outline: native module syntax works in support code, formatters and snippets | .mjs support code files are matched by default | native modules work with parallel runtime | native module syntax doesn't work without --esm | .mjs support code files are matched by default when using --esm | ES module with top-level await invoked with --require | native module syntax works when using --esm | native module syntax works in support code, formatters and snippets | Given a step passes | Outline: native module syntax works when using --esm | one | ES module invoked with --require | .mjs support code files are discovered automatically if no requires or imports specified",5,2021-04-17T11:23:50+01:00,2024-11-16T11:06:35+00:00
cucumber-js,parallel_custom_assign.feature,9,even if it's all the work | assignment is appropriately applied | Bad parallel assignment helper uses 1 worker | someone must do work | complex2 | complex1 | simple2 | simple1 | simple3,1,2022-02-20T10:38:06+00:00,2022-02-20T10:38:06+00:00
cucumber-js,named_hooks.feature,2,some scenario | Hook is named and then referenced by its name in formatter output,1,2022-04-20T09:10:46+01:00,2022-04-20T09:10:46+01:00
cucumber-js,colors.feature,5,Given a step | colored output can be activated with the format option | no colored output by default for a file stream | FORCE_COLOR takes precedence over the format option | colored output can be activated with FORCE_COLOR,2,2022-05-05T09:10:59+01:00,2026-01-22T08:20:28+00:00
cucumber-js,invalid_installation.feature,2,Cucumber exits with an error when running an invalid installation | When a step is passing,2,2022-07-19T09:50:17+01:00,2024-03-27T10:47:29+00:00
cucumber-js,debug.feature,3,"Given a step passes | Given my env includes ""DEBUG=cucumber"" | When I run cucumber-js",1,2022-09-19T15:48:50+01:00,2022-09-19T15:48:50+01:00
cucumber-js,stack_traces.feature,3,commonjs | esm | some scenario,2,2022-11-12T16:17:49+00:00,2023-10-07T14:24:50+01:00
cucumber-js,before_after_all_hooks_context.feature,5,Many BeforeAll hooks can accumulate updates to the world parameters | first scenario | BeforeAll hooks can update world parameters before tests start | Works the same way on the parallel runtime | second scenario,1,2023-12-21T16:24:54+00:00,2023-12-21T16:24:54+00:00
cucumber-js,loaders.feature,4,some scenario | local loader | serial runtime | parallel runtime,1,2024-04-25T15:04:36+01:00,2024-04-25T15:04:36+01:00
cucumber-js,scope_proxies.feature,4,world and context can be used from appropriate scopes | world proxy cannot be used outside correct scope | some scenario | context proxy cannot be used outside correct scope,2,2024-05-26T09:37:02+01:00,2025-01-08T23:34:17+00:00
cucumber-js,html_formatter.feature,3,With externalAttachments option | a scenario | Without externalAttachments option,1,2024-08-12T13:33:49+01:00,2024-08-12T13:33:49+01:00
cucumber-js,sharding.feature,14,"run a single scenario | Outline: second scenario - <ID> | - X | | first scenario | | | run even scenarios | invalid shard option | second scenario - <ID> | run every 3rd scenario starting at 1 | - Z | | run every other scenario starting at 1 | no scenarios in shard | ""first scenario"" | - Y |",1,2025-08-16T10:05:01+01:00,2025-08-16T10:05:01+01:00
cucumber-js,plugins.feature,8,Custom plugin with options is successfully loaded and run | Custom plugin error during cleanup causes Cucumber to fail and is reported to user | Custom plugin can use any Node.js module format | Custom plugin error during transform causes Cucumber to fail and is reported to user | Custom plugin error during init causes Cucumber to fail and is reported to user | Custom plugin error during event handler causes Cucumber to fail and is reported to user | Outline: Custom plugin can use any Node.js module format | some scenario,1,2025-12-26T11:49:05+00:00,2025-12-26T11:49:05+00:00
cucumber-js,paths.feature,3,Scenario A | paths merged when supplied in both config and CLI | Scenario B,1,2026-02-23T09:21:00+00:00,2026-02-23T09:21:00+00:00
