"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
"4212740","nicholasjackson/protractor-cucumber-example",false,"5","1","0","17","JavaScript","master","MIT License",,"6","37",,"172","2014-09-09T12:02:59","2014-09-09T10:18:46","2019-12-05T02:55:42","1","1","0","0","117","863","193","[{""blankLines"":30,""codeLines"":216,""commentLines"":24,""language"":""HTML""},{""blankLines"":4,""codeLines"":14,""commentLines"":0,""language"":""Markdown""},{""blankLines"":13,""codeLines"":77,""commentLines"":2,""language"":""Sass""},{""blankLines"":0,""codeLines"":68,""commentLines"":0,""language"":""JSON""},{""blankLines"":1,""codeLines"":8,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":69,""codeLines"":480,""commentLines"":167,""language"":""JavaScript""}]","2014-09-09T10:18:42","6f7ed88f7a45558c1c2d025e0407dbbe21bad0f1",true,false,false,false,,"",""
"4216323","cucumber-ltd/share-primus",false,"34","3","6","3","JavaScript","master","MIT License",,"9","19","2","27","2014-01-03T05:57:07","2020-12-04T06:51:52","2015-07-14T05:29:32","4","0","4","2","82","317","20","[{""blankLines"":8,""codeLines"":48,""commentLines"":0,""language"":""HTML""},{""blankLines"":37,""codeLines"":73,""commentLines"":0,""language"":""Markdown""},{""blankLines"":37,""codeLines"":155,""commentLines"":20,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":41,""commentLines"":0,""language"":""JSON""}]","2014-11-26T01:24:35","1b6e77c06f9557213e8f2eb8fdb62102c1b196af",true,false,false,false,,"",""
"4218758","cucumber-attic/cucumber.github.com",false,"258","2","0","53","JavaScript","master",,"http://cucumber.io/api","25","11","41","23508","2012-09-04T09:09:45","2015-01-23T03:46:33","2019-05-28T11:29:01",,,"47","0","229215","1766080","101210","[{""blankLines"":3,""codeLines"":11,""commentLines"":0,""language"":""Markdown""},{""blankLines"":228107,""codeLines"":1757716,""commentLines"":99559,""language"":""HTML""},{""blankLines"":327,""codeLines"":2478,""commentLines"":152,""language"":""CSS""},{""blankLines"":778,""codeLines"":5875,""commentLines"":1499,""language"":""JavaScript""}]","2015-01-23T03:46:33","65a8319ac0dc25b9c6fafd39fdc3e75c481ea6dc",false,true,false,false,,"",""
"4219686","jeremyb/protractor-cucumber-tutorial",false,"5","2","0","9","JavaScript","master",,,"0","10",,"198","2015-01-19T02:07:57","2015-02-17T08:12:56","2018-08-15T08:13:42","2","2","2","1","85","452","1","[{""blankLines"":3,""codeLines"":17,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":12,""codeLines"":25,""commentLines"":0,""language"":""Markdown""},{""blankLines"":18,""codeLines"":128,""commentLines"":0,""language"":""HTML""},{""blankLines"":0,""codeLines"":34,""commentLines"":0,""language"":""JSON""},{""blankLines"":52,""codeLines"":248,""commentLines"":1,""language"":""JavaScript""}]","2015-02-15T01:29:17","982de44c6fa8985952ce5bb260c6c9b17e4169a1",true,false,false,false,"{""JavaScript"":9420}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"4220236","bustardcelly/cucumberjs-browser",false,"25","2","2","6","JavaScript","master","MIT License",,"4","20",,"664","2014-02-07T06:11:57","2015-02-27T01:32:57","2019-05-22T02:43:37","13","12","0","0","170","1031","37","[{""blankLines"":126,""codeLines"":777,""commentLines"":36,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":52,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":8,""commentLines"":0,""language"":""YAML""},{""blankLines"":32,""codeLines"":80,""commentLines"":0,""language"":""Markdown""},{""blankLines"":4,""codeLines"":57,""commentLines"":1,""language"":""HTML""},{""blankLines"":8,""codeLines"":57,""commentLines"":0,""language"":""Cucumber""}]","2015-02-27T01:32:09","2ec8a96568e01af64edaec55677564f3f01c1d76",true,false,false,false,,"",""
"4221045","hackhat/cucumberry",false,"38","2","3","2","JavaScript","prod",,,"1","32",,"13206","2015-02-26T11:20:07","2015-04-02T10:48:23","2020-05-08T08:20:59","5","2","1","0","239","872","182","[{""blankLines"":6,""codeLines"":121,""commentLines"":0,""language"":""CSS""},{""blankLines"":120,""codeLines"":534,""commentLines"":0,""language"":""HTML""},{""blankLines"":113,""codeLines"":182,""commentLines"":182,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":35,""commentLines"":0,""language"":""JSON""}]","2015-04-02T10:48:23","0cdb515ae8eb7b4df7528417eb249ceabd94223d",true,false,false,false,,"",""
"4222563","stabilitron/espresso-cucumber-example",false,"3","1","0","4","JavaScript","master","MIT License",,"3","15",,"1134","2015-04-21T12:57:33","2015-04-21T01:25:36","2020-01-10T02:44:00","1","1","0","0","175","1541","47","[{""blankLines"":53,""codeLines"":221,""commentLines"":11,""language"":""Java""},{""blankLines"":20,""codeLines"":123,""commentLines"":21,""language"":""Bourne Again Shell""},{""blankLines"":12,""codeLines"":67,""commentLines"":4,""language"":""Gradle""},{""blankLines"":20,""codeLines"":76,""commentLines"":0,""language"":""CSS""},{""blankLines"":4,""codeLines"":26,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":14,""commentLines"":0,""language"":""HTML""},{""blankLines"":24,""codeLines"":64,""commentLines"":2,""language"":""DOS Batch""},{""blankLines"":14,""codeLines"":275,""commentLines"":6,""language"":""XML""},{""blankLines"":27,""codeLines"":672,""commentLines"":3,""language"":""JavaScript""},{""blankLines"":1,""codeLines"":3,""commentLines"":0,""language"":""Markdown""}]","2015-04-21T01:22:32","320a41f66baac9eebe93906380df53a558a3dd2c",true,false,false,false,,"",""
"4229494","dealerdotcom/jasmine-cucumber",false,"16","1","2","5","JavaScript","master","Apache License 2.0",,"27","13","2","198","2014-10-07T01:02:59","2015-08-30T10:59:57","2017-05-18T11:19:21","3","1","3","0","209","1039","56","[{""blankLines"":0,""codeLines"":31,""commentLines"":0,""language"":""JSON""},{""blankLines"":104,""codeLines"":585,""commentLines"":56,""language"":""JavaScript""},{""blankLines"":105,""codeLines"":423,""commentLines"":0,""language"":""Markdown""}]","2015-08-30T10:59:56","b55eb4b27136264e0554657b296f113245921b18",true,false,false,false,,"",""
"4248001","andrewkeig/wdio-cucumber-reporter",false,"8","1","0","7","JavaScript","master","MIT License",,"0","10","2","8","2016-04-15T08:18:44","2016-05-16T03:35:25","2019-07-19T08:45:45","5","5","3","2","46","246","44","[{""blankLines"":0,""codeLines"":63,""commentLines"":0,""language"":""JSON""},{""blankLines"":26,""codeLines"":137,""commentLines"":44,""language"":""JavaScript""},{""blankLines"":2,""codeLines"":7,""commentLines"":0,""language"":""YAML""},{""blankLines"":14,""codeLines"":33,""commentLines"":0,""language"":""Markdown""},{""blankLines"":4,""codeLines"":6,""commentLines"":0,""language"":""Dockerfile""}]","2016-04-18T04:04:20","b20156ca2385bdf77928832860e6c76d0f7e832c",true,false,false,false,,"",""
"4255277","andrewkeig/protractor-cucumber",false,"33","1","0","57","JavaScript","master","MIT License",,"20","73","8","17","2014-03-22T02:33:15","2016-09-06T09:08:58","2020-04-25T02:28:47","35","20","12","2","89","283","1","[{""blankLines"":27,""codeLines"":94,""commentLines"":1,""language"":""JavaScript""},{""blankLines"":61,""codeLines"":137,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":43,""commentLines"":0,""language"":""JSON""},{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""Cucumber""}]","2015-12-17T10:24:40","e316cff78011bc27a25ba5d051b9cab41835345e",true,false,false,false,,"",""
"4268740","donkeycode/angular-protractor-cucumber",false,"104","5","0","3","JavaScript","master",,,"2","11","4","53","2015-10-08T10:22:54","2017-01-25T07:24:16","2019-10-14T10:44:36","1","1","33","0","220","835","279","[{""blankLines"":219,""codeLines"":810,""commentLines"":279,""language"":""JavaScript""},{""blankLines"":1,""codeLines"":2,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":23,""commentLines"":0,""language"":""JSON""}]","2017-01-25T07:24:10","86614b74adf91a53341931a49befe2768bbbc821",true,false,false,false,"{""JavaScript"":47456}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"4277141","dcypherthis/wdio-boilerplate-cucumber",false,"27","3","6","14","JavaScript","master","MIT License",,"2","27",,"115","2016-03-31T04:54:17","2017-04-18T06:41:54","2020-08-21T10:35:50","2","2","3","0","284","737","621","[{""blankLines"":0,""codeLines"":22,""commentLines"":12,""language"":""YAML""},{""blankLines"":246,""codeLines"":399,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":52,""commentLines"":0,""language"":""JSON""},{""blankLines"":32,""codeLines"":254,""commentLines"":609,""language"":""JavaScript""},{""blankLines"":6,""codeLines"":10,""commentLines"":0,""language"":""Cucumber""}]","2016-06-22T03:19:17","8bdec5288e7298ad54439d1a9962c4c628405852",true,false,false,false,,"bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"4284500","luciemars/cucumber-java-selenium-webdriver-example",false,"15","2","0","36","Java","master","MIT License",,"2","11","2","20","2018-10-06T05:41:00","2021-02-02T09:16:21","2021-02-02T09:16:16","1","1","2","0","90","329","0","[{""blankLines"":7,""codeLines"":23,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":65,""codeLines"":231,""commentLines"":0,""language"":""Java""},{""blankLines"":2,""codeLines"":50,""commentLines"":0,""language"":""Maven""},{""blankLines"":16,""codeLines"":25,""commentLines"":0,""language"":""Markdown""}]","2021-02-02T09:16:12","67758bfe90b032f91d6a19ef8dd1a96338d2b21d",true,false,false,false,,"",""
"4303821","sitepoint-editors/intro-to-cucumber.js",true,"12","1","0","9","JavaScript","master",,,"12","11",,"10","2017-06-27T12:10:32","2017-06-27T12:15:44","2020-03-09T02:31:11",,,,,"75","277","2","[{""blankLines"":17,""codeLines"":75,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":14,""codeLines"":24,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":26,""commentLines"":0,""language"":""JSON""},{""blankLines"":44,""codeLines"":152,""commentLines"":2,""language"":""JavaScript""}]","2017-06-27T12:15:39","d1bf507478eff319b8b0e38fec96a448bd31b723",true,false,false,false,,"",""
"4620608","lykmapipo/nodejs-cucumber-sample",false,"3","1","0","12","JavaScript","master",,,"1","15",,"116","2014-11-16T10:28:16","2017-09-26T03:36:51","2020-05-06T06:20:03","2","2","3","1","26","109","41","[{""blankLines"":10,""codeLines"":34,""commentLines"":41,""language"":""JavaScript""},{""blankLines"":2,""codeLines"":9,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":38,""commentLines"":0,""language"":""JSON""},{""blankLines"":14,""codeLines"":28,""commentLines"":0,""language"":""Markdown""}]","2014-11-16T10:52:11","d891a02c0961d15f6bb2822d7366707f8664934a",true,false,false,false,"{""JavaScript"":1963}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"4705212","igniteram/protractor-cucumber-allure",false,"71","10","0","48","JavaScript","master","MIT License",,"18","50","2","2140","2016-06-01T05:48:50","2018-01-15T05:01:47","2021-02-05T08:32:35","21","4","15","0","91","422","60","[{""blankLines"":1,""codeLines"":18,""commentLines"":2,""language"":""YAML""},{""blankLines"":42,""codeLines"":136,""commentLines"":0,""language"":""Markdown""},{""blankLines"":4,""codeLines"":27,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":44,""commentLines"":0,""language"":""JSON""},{""blankLines"":44,""codeLines"":197,""commentLines"":58,""language"":""JavaScript""}]","2018-01-15T05:01:47","dca5eb78ca0b732a9f5c820a942797b3b222367d",true,false,false,false,"{""JavaScript"":8613,""Gherkin"":1022}","bug;duplicate;enhancement;external bug;help wanted;invalid;needs investigation;question;wontfix",""
"4730149","cucumber-attic/microcuke",false,"79","2","0","10","JavaScript","master",,,"11","57","2","137","2015-10-21T02:27:48","2018-02-13T06:18:27","2019-07-15T11:04:39","13","11","5","3","205","1295","55","[{""blankLines"":2,""codeLines"":16,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":45,""commentLines"":0,""language"":""JSON""},{""blankLines"":174,""codeLines"":1158,""commentLines"":55,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""YAML""},{""blankLines"":29,""codeLines"":73,""commentLines"":0,""language"":""Markdown""}]","2016-04-11T09:56:10","0d831da35d285b8400bcad0e03a71ff633062a0b",true,true,false,false,"{""JavaScript"":43344,""Gherkin"":303}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"4747890","s9tpepper/grunt-cucumber-js",false,"44","1","4","36","JavaScript","master",,,"3","36","11","251","2012-08-03T10:10:34","2018-03-05T01:35:22","2016-10-04T11:42:25","13","8","16","3","79","333","7","[{""blankLines"":29,""codeLines"":146,""commentLines"":7,""language"":""JavaScript""},{""blankLines"":45,""codeLines"":113,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":43,""commentLines"":0,""language"":""JSON""},{""blankLines"":5,""codeLines"":31,""commentLines"":0,""language"":""Cucumber""}]","2015-03-31T04:27:58","4cb0876e8ece83207e84eadf3b7ea2fc4acb5c57",true,false,false,false,"{""JavaScript"":4375,""Gherkin"":881}","bug;duplicate;enhancement;invalid;question;wontfix",""
"4843138","simondean/parallel-cucumber-js",false,"72","4","11","13","JavaScript","master","MIT License",,"2","17","4","111","2014-04-18T08:58:23","2018-06-25T03:04:15","2020-09-14T11:38:30","19","9","11","4","579","4025","13","[{""blankLines"":454,""codeLines"":1856,""commentLines"":13,""language"":""JavaScript""},{""blankLines"":68,""codeLines"":145,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":67,""commentLines"":0,""language"":""JSON""},{""blankLines"":4,""codeLines"":16,""commentLines"":0,""language"":""YAML""},{""blankLines"":53,""codeLines"":1941,""commentLines"":0,""language"":""Cucumber""}]","2018-05-04T03:56:55","6449387655ef488216730af08fa8cb7dd22f5090",true,false,false,false,"{""JavaScript"":62559,""Gherkin"":57930}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"4967791","sparkles-dev/angular-protractor-cucumber",false,"39","5","0","17","JavaScript","master","MIT License","https://medium.com/spektrakel-blog/angular-protractor-and-cucumber-552bd75ff6c9","1","16","2","81","2017-07-23T08:09:00","2018-11-16T06:03:54","2019-08-09T04:06:11",,,"34","4","77","516","29","[{""blankLines"":8,""codeLines"":29,""commentLines"":11,""language"":""YAML""},{""blankLines"":50,""codeLines"":321,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":103,""commentLines"":0,""language"":""JSON""},{""blankLines"":12,""codeLines"":30,""commentLines"":0,""language"":""TypeScript""},{""blankLines"":6,""codeLines"":25,""commentLines"":18,""language"":""JavaScript""},{""blankLines"":1,""codeLines"":8,""commentLines"":0,""language"":""Cucumber""}]","2018-06-23T02:46:09","8133a2d13d74d6abf33ca91e2a90aabb58ae4c03",false,true,false,false,"{""JavaScript"":1490,""TypeScript"":1022,""Gherkin"":331}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"5019884","alextiley/wdio-cucumber-json-reporter",false,"43","1","14","2","JavaScript","master",,,"2","10","2","48","2018-06-09T05:45:53","2019-01-21T06:43:38","2019-06-12T01:45:40","6","4","1","0","100","490","74","[{""blankLines"":15,""codeLines"":55,""commentLines"":0,""language"":""Markdown""},{""blankLines"":85,""codeLines"":402,""commentLines"":74,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":33,""commentLines"":0,""language"":""JSON""}]","2019-01-21T06:41:16","75764f5e5759f9ecc82ebd71d7f93bdbb2dd18c7",true,false,false,false,"{""JavaScript"":15993}","bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"5020236","nguyenandrew/enzyme-cucumber-react",false,"27","2","0","0","JavaScript","master","MIT License",,"1","10",,"391","2018-12-20T03:21:46","2019-01-14T01:52:25","2021-01-04T04:00:52","1","0","0","0","93","18242","55","[{""blankLines"":1,""codeLines"":6,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":5,""codeLines"":41,""commentLines"":0,""language"":""CSS""},{""blankLines"":3,""codeLines"":17,""commentLines"":20,""language"":""HTML""},{""blankLines"":61,""codeLines"":135,""commentLines"":0,""language"":""Markdown""},{""blankLines"":23,""codeLines"":156,""commentLines"":35,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":17880,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":7,""commentLines"":0,""language"":""SVG""}]","2019-01-14T01:52:11","adb2c2c1c9aff339f503956af3c4db8aa657570b",true,false,false,false,"{""JavaScript"":7089,""HTML"":1572,""CSS"":848,""Gherkin"":276}","bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"5022980","helen-dikareva/testcafe-cucumber-demo",false,"6","1","0","20","JavaScript","master",,,"5","46",,"19","2017-03-30T02:26:10","2019-01-23T07:57:15","2020-09-06T05:36:36","2","2","1","1","49","169","0","[{""blankLines"":3,""codeLines"":7,""commentLines"":0,""language"":""Markdown""},{""blankLines"":8,""codeLines"":17,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":13,""commentLines"":0,""language"":""JSON""},{""blankLines"":38,""codeLines"":132,""commentLines"":0,""language"":""JavaScript""}]","2019-01-23T07:57:14","aae3128a855519e0e7c5e14a35f10357a568c98d",true,false,false,false,"{""JavaScript"":5635,""Gherkin"":866}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"5074333","webdriverio-boneyard/wdio-cucumber-framework",false,"292","2","46","62","JavaScript","master","MIT License",,"32","77","27","406","2015-09-13T09:09:50","2019-03-27T06:49:19","2019-12-17T07:28:12","125","20","50","1","547","3220","151","[{""blankLines"":4,""codeLines"":41,""commentLines"":0,""language"":""YAML""},{""blankLines"":56,""codeLines"":119,""commentLines"":0,""language"":""Markdown""},{""blankLines"":470,""codeLines"":2879,""commentLines"":151,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":99,""commentLines"":0,""language"":""JSON""},{""blankLines"":17,""codeLines"":82,""commentLines"":0,""language"":""Cucumber""}]","2019-03-27T06:49:18","1c8cd259bb1d0023d5e934f96468245be8d92c46",true,true,false,false,"{""JavaScript"":89045}","bug;duplicate;enhancement;greenkeeper;help wanted;invalid;more info needed;needs investigation;question;reproducible example missing;wontfix",""
"5141968","cucumber-attic/cucumber-html",false,"97","1","10","50","JavaScript","master","Other",,"71","41","11","142","2011-09-22T05:54:04","2019-06-11T07:23:14","2019-10-21T07:03:57","31","0","19","0","94","594","3","[{""blankLines"":3,""codeLines"":10,""commentLines"":0,""language"":""make""},{""blankLines"":0,""codeLines"":19,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""YAML""},{""blankLines"":31,""codeLines"":52,""commentLines"":0,""language"":""Markdown""},{""blankLines"":36,""codeLines"":307,""commentLines"":3,""language"":""JavaScript""},{""blankLines"":20,""codeLines"":77,""commentLines"":0,""language"":""CSS""},{""blankLines"":4,""codeLines"":111,""commentLines"":0,""language"":""Maven""},{""blankLines"":0,""codeLines"":14,""commentLines"":0,""language"":""HTML""}]","2019-06-11T07:23:13","0d58cbaa3dd49ff84b3763b4bca6dd2033de2692",true,true,false,false,"{""JavaScript"":13149,""CSS"":1481,""Makefile"":493,""HTML"":345}","",""
"5166185","matt-b/cucumber-js-selenium-webdriver-example",false,"60","1","0","51","JavaScript","master",,,"6","78",,"49","2014-10-22T11:27:02","2019-07-24T04:33:54","2021-01-14T09:26:36","4","0","5","0","74","235","0","[{""blankLines"":0,""codeLines"":24,""commentLines"":0,""language"":""JSON""},{""blankLines"":31,""codeLines"":123,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":19,""commentLines"":0,""language"":""YAML""},{""blankLines"":42,""codeLines"":62,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1,""codeLines"":7,""commentLines"":0,""language"":""Cucumber""}]","2019-07-24T04:33:36","8d9ab5e4a88880d628e5edc96d52ecad8b398819",true,false,false,false,"{""JavaScript"":3703,""Gherkin"":275}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"5176432","evanjmg/appium-cucumber-demo",false,"5","1","0","1","JavaScript","master",,,"1","12",,"3825","2018-09-19T02:38:47","2019-07-29T07:44:25","2020-12-08T05:57:03","2","2","0","0","141","1407","261","[{""blankLines"":20,""codeLines"":123,""commentLines"":21,""language"":""Bourne Again Shell""},{""blankLines"":16,""codeLines"":256,""commentLines"":84,""language"":""JavaScript""},{""blankLines"":24,""codeLines"":64,""commentLines"":2,""language"":""DOS Batch""},{""blankLines"":14,""codeLines"":31,""commentLines"":25,""language"":""ProGuard""},{""blankLines"":12,""codeLines"":44,""commentLines"":4,""language"":""Java""},{""blankLines"":4,""codeLines"":4,""commentLines"":6,""language"":""C/C++ Header""},{""blankLines"":14,""codeLines"":85,""commentLines"":89,""language"":""Gradle""},{""blankLines"":0,""codeLines"":122,""commentLines"":0,""language"":""JSON""},{""blankLines"":2,""codeLines"":21,""commentLines"":0,""language"":""Markdown""},{""blankLines"":5,""codeLines"":490,""commentLines"":4,""language"":""XML""},{""blankLines"":2,""codeLines"":83,""commentLines"":8,""language"":""TypeScript""},{""blankLines"":26,""codeLines"":75,""commentLines"":18,""language"":""Objective-C""},{""blankLines"":2,""codeLines"":9,""commentLines"":0,""language"":""Cucumber""}]","2019-07-29T07:44:24","f529ed5c2c579991da4b958023ea08f63a4deab5",true,false,false,false,"{""JavaScript"":10026,""Objective-C"":3909,""TypeScript"":2765,""Python"":1730,""Java"":1411,""Gherkin"":381}","bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"5186740","stjohnjohnson/cucumber-junit",false,"80","2","20","24","JavaScript","master","MIT License","https://www.npmjs.org/package/cucumber-junit","7","22","6","52","2014-05-20T06:04:46","2019-08-19T03:13:14","2020-06-10T04:38:16","20","6","19","1","54","711","55","[{""blankLines"":0,""codeLines"":99,""commentLines"":0,""language"":""XML""},{""blankLines"":30,""codeLines"":189,""commentLines"":55,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":19,""commentLines"":0,""language"":""YAML""},{""blankLines"":0,""codeLines"":341,""commentLines"":0,""language"":""JSON""},{""blankLines"":24,""codeLines"":63,""commentLines"":0,""language"":""Markdown""}]","2017-12-21T11:35:12","bccb733c7bdcd2c3174de7f461d1d6ffb4c4bb3a",true,false,false,false,"{""JavaScript"":10346}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"5228660","allure-framework/allure-cucumberjs",false,"15","2","0","10","JavaScript","master","Other",,"11","15","2","19","2015-11-23T01:52:04","2019-10-17T10:14:51","2019-12-05T05:02:30","10","0","9","0","117","626","3","[{""blankLines"":28,""codeLines"":74,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":49,""commentLines"":2,""language"":""Maven""},{""blankLines"":0,""codeLines"":21,""commentLines"":0,""language"":""JSON""},{""blankLines"":19,""codeLines"":162,""commentLines"":1,""language"":""Cucumber""},{""blankLines"":70,""codeLines"":320,""commentLines"":0,""language"":""JavaScript""}]","2019-10-17T10:14:50","8bb27ada0f55e7e64f751f0e2486f6384748add2",true,true,false,false,"{""JavaScript"":11421,""Gherkin"":3799}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"5233599","mavdi/grunt-cucumberjs",false,"310","5","11","38","JavaScript","master","MIT License",,"9","32","20","564","2013-10-11T02:50:55","2019-10-28T05:50:25","2019-10-28T05:50:30","51","9","60","0","233","2421","28","[{""blankLines"":1,""codeLines"":5,""commentLines"":0,""language"":""YAML""},{""blankLines"":120,""codeLines"":246,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":1745,""commentLines"":0,""language"":""JSON""},{""blankLines"":98,""codeLines"":367,""commentLines"":28,""language"":""JavaScript""},{""blankLines"":14,""codeLines"":58,""commentLines"":0,""language"":""Cucumber""}]","2019-10-28T05:50:24","d5e8f775c00d15b40a16f9a0ceae6f7a5b901693",true,false,false,false,"{""JavaScript"":15407,""Gherkin"":2908}","bug;duplicate;enhancement;invalid;question;wontfix",""
"5242752","wswebcreation/wdio-multiple-cucumber-html-reporter",false,"69","4","18","10","JavaScript","master","MIT License",,"5","18","4","535","2018-05-22T06:43:13","2022-03-08T10:13:08","2022-01-03T06:53:11","21","0","24","3","235","8124","324","[{""blankLines"":0,""codeLines"":10,""commentLines"":6,""language"":""YAML""},{""blankLines"":129,""codeLines"":371,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":7199,""commentLines"":0,""language"":""JSON""},{""blankLines"":92,""codeLines"":479,""commentLines"":311,""language"":""JavaScript""},{""blankLines"":14,""codeLines"":65,""commentLines"":7,""language"":""Cucumber""}]","2019-07-24T07:31:34","32c9823f5879120084c4c21775e13588ecbdc24e",true,false,false,false,"{""JavaScript"":28104,""Gherkin"":2532}","bug;dependencies;duplicate;enhancement;external bug;fix with pr;good first issue;help wanted;invalid;more info needed;question;wontfix",""
"5245509","nazmulb/cucumber",false,"106","2","0","3","JavaScript","master",,,"5","10",,"1555","2018-11-19T09:50:18","2020-07-16T01:29:22","2019-12-19T08:38:06","0","0","2","1","425","3126","238","[{""blankLines"":0,""codeLines"":1918,""commentLines"":0,""language"":""JSON""},{""blankLines"":128,""codeLines"":479,""commentLines"":237,""language"":""JavaScript""},{""blankLines"":8,""codeLines"":35,""commentLines"":1,""language"":""Cucumber""},{""blankLines"":289,""codeLines"":694,""commentLines"":0,""language"":""Markdown""}]","2019-09-30T08:13:59","2e3e90415a375d8c95c65247e60d98e03574b286",true,false,false,false,"{""JavaScript"":22651,""Gherkin"":1159}","bug;dependencies;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
"5268726","comsysto/testcafecucumberdemo",false,"104","3","0","14","JavaScript","master","MIT License","http://testcafedemo.comsysto.com:8080","9","14",,"262","2018-06-06T03:29:03","2019-11-25T10:02:15","2020-12-31T08:48:03","1","1","3","0","270","1012","126","[{""blankLines"":3,""codeLines"":14,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":13,""codeLines"":140,""commentLines"":1,""language"":""Groovy""},{""blankLines"":63,""codeLines"":108,""commentLines"":0,""language"":""Markdown""},{""blankLines"":53,""codeLines"":247,""commentLines"":43,""language"":""Bourne Shell""},{""blankLines"":0,""codeLines"":67,""commentLines"":0,""language"":""JSON""},{""blankLines"":59,""codeLines"":87,""commentLines"":49,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":54,""commentLines"":0,""language"":""XML""},{""blankLines"":79,""codeLines"":295,""commentLines"":33,""language"":""JavaScript""}]","2018-11-07T04:51:00","e6484e5166e4993d4ecd2c7a25b440485fde2737",true,false,false,false,"{""JavaScript"":12974,""Shell"":11331,""Dockerfile"":5792,""Groovy"":2283,""Gherkin"":666}","bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix",""
